#lambda[nm]	BBF_Y	BBF_J	BBF_H	BBF_Ks
#1	          2	  3   	  4	  5
2626	-2.41E-003	-5.71E-003	5.10E-002	0.00E+000
2627	2.65E-003	-4.43E-003	4.94E-002	-0.00E+000
2628	8.98E-003	3.30E-002	5.31E-002	0.00E+000
2629	1.74E-002	1.20E-002	5.76E-002	0.00E+000
2630	9.25E-003	7.99E-003	4.86E-002	-0.00E+000
2631	-5.67E-003	-1.95E-003	5.12E-002	-0.00E+000
2632	5.60E-003	1.48E-002	5.61E-002	0.00E+000
2633	1.76E-002	-3.42E-002	5.69E-002	-0.00E+000
2634	-6.04E-003	5.08E-003	4.90E-002	-0.00E+000
2635	-4.15E-003	1.61E-002	5.27E-002	0.00E+000
2636	-4.78E-003	1.22E-002	5.56E-002	0.00E+000
2637	-6.13E-003	-1.09E-002	5.57E-002	0.00E+000
2638	1.49E-002	-8.07E-004	5.00E-002	-0.00E+000
2639	1.31E-002	3.65E-002	5.54E-002	0.00E+000
2640	1.10E-002	1.67E-002	6.09E-002	-0.00E+000
2641	-5.74E-003	1.33E-002	5.51E-002	-0.00E+000
2642	2.69E-002	-8.08E-003	5.55E-002	0.00E+000
2643	-1.97E-003	-1.36E-002	4.94E-002	0.00E+000
2644	1.40E-002	3.53E-004	5.80E-002	-0.00E+000
2645	1.81E-003	-2.39E-002	5.83E-002	-0.00E+000
2646	-1.82E-002	2.42E-002	6.36E-002	0.00E+000
2647	7.90E-003	4.11E-002	6.66E-002	-0.00E+000
2648	-1.78E-002	-7.05E-003	6.11E-002	-0.00E+000
2649	5.00E-003	-9.71E-003	5.72E-002	-0.00E+000
2650	3.15E-002	3.78E-003	5.77E-002	0.00E+000
2651	1.58E-002	1.09E-002	5.68E-002	-0.00E+000
2652	2.11E-002	-1.24E-002	5.76E-002	0.00E+000
2653	-5.41E-003	-1.84E-002	6.01E-002	0.00E+000
2654	1.62E-002	2.77E-002	6.25E-002	-0.00E+000
2655	-1.60E-003	3.31E-002	6.43E-002	-0.00E+000
2656	1.29E-002	-9.39E-003	6.37E-002	-0.00E+000
2657	-1.76E-003	-2.16E-002	6.95E-002	0.00E+000
2658	-1.91E-002	1.33E-002	6.65E-002	0.00E+000
2659	5.00E-003	-1.53E-003	6.82E-002	-0.00E+000
2660	1.10E-002	2.12E-002	7.35E-002	-0.00E+000
2661	5.36E-003	1.66E-002	6.89E-002	-0.00E+000
2662	1.13E-002	-2.77E-003	7.50E-002	0.00E+000
2663	-6.20E-003	-1.57E-002	7.76E-002	0.00E+000
2664	2.54E-002	6.74E-003	9.26E-002	-0.00E+000
2665	2.32E-002	5.35E-003	7.87E-002	0.00E+000
2666	3.50E-002	-1.17E+000	9.36E-002	-0.00E+000
2667	-7.49E-002	3.48E+000	8.77E-002	0.00E+000
2668	6.05E-002	-1.93E-003	8.64E-002	-0.00E+000
2669	5.37E-002	2.68E-003	1.09E-001	-0.00E+000
2670	-7.70E-003	9.74E-004	9.81E-002	-0.00E+000
2671	1.51E-002	1.46E+000	1.06E-001	0.00E+000
2672	4.78E-002	-6.19E-004	1.09E-001	0.00E+000
2673	7.66E-002	4.32E-005	8.10E-002	0.00E+000
2674	-1.23E-002	4.66E-001	1.07E-001	-0.00E+000
2675	-1.21E-002	-6.49E+000	1.13E-001	-0.00E+000
2676	7.78E-002	7.08E-001	1.25E-001	0.00E+000
2677	3.37E-002	7.04E-001	1.25E-001	-0.00E+000
2678	-1.01E-003	7.06E-001	1.27E-001	0.00E+000
2679	7.36E-003	7.06E-001	1.30E-001	0.00E+000
2680	5.54E-002	7.04E-001	1.27E-001	0.00E+000
2681	3.01E-002	7.01E-001	1.15E-001	0.00E+000
2682	3.13E-002	7.00E-001	1.43E-001	0.00E+000
2683	-4.47E-003	6.98E-001	1.46E-001	0.00E+000
2684	1.88E-002	6.99E-001	1.44E-001	0.00E+000
2685	6.93E-002	6.93E-001	1.49E-001	0.00E+000
2686	6.93E-002	6.94E-001	1.65E-001	0.00E+000
2687	6.93E-002	6.87E-001	2.02E-001	0.00E+000
2688	6.93E-002	6.89E-001	1.36E-001	0.00E+000
2689	6.93E-002	6.89E-001	1.56E-001	0.00E+000
2690	6.93E-002	6.89E-001	2.30E-001	0.00E+000
2691	6.93E-002	6.84E-001	1.05E-001	0.00E+000
2692	6.93E-002	6.88E-001	1.88E-001	0.00E+000
2693	6.93E-002	6.82E-001	1.24E-001	0.00E+000
2694	6.93E-002	6.92E-001	1.58E-001	0.00E+000
2695	6.93E-002	6.84E-001	1.25E-001	0.00E+000
2696	6.93E-002	6.82E-001	2.95E-001	0.00E+000
2697	6.93E-002	6.83E-001	1.66E-002	0.00E+000
2698	6.93E-002	6.59E-001	2.42E-001	0.00E+000
2699	6.93E-002	6.67E-001	3.95E-001	0.00E+000
2700	6.93E-002	6.84E-001	1.15E-001	0.00E+000

