#lambda[nm]	BBF_Y	BBF_J	BBF_H	BBF_Ks
#1	          2	  3   	  4	  5
1304	4.99E-004	9.19E+001	9.70E-005	4.01E-004
1305	3.43E-004	9.18E+001	3.90E-004	3.80E-004
1306	4.43E-004	9.19E+001	8.76E-004	3.76E-004
1307	3.63E-004	9.18E+001	2.92E-004	3.31E-004
1308	-6.30E-005	9.19E+001	5.84E-004	4.03E-004
1309	7.20E-005	9.20E+001	7.79E-004	2.38E-004
1310	2.33E-004	9.21E+001	2.92E-004	2.44E-004
1311	2.36E-004	9.21E+001	2.92E-004	3.00E-004
1312	-2.33E-004	9.22E+001	2.92E-004	2.79E-004
1313	3.69E-004	9.22E+001	2.92E-004	3.05E-004
1314	-1.10E-004	9.21E+001	7.79E-004	3.51E-004
1315	2.10E-004	9.20E+001	3.89E-004	3.90E-004
1316	6.00E-006	9.18E+001	2.92E-004	5.14E-004
1317	2.10E-005	9.15E+001	5.84E-004	4.15E-004
1318	3.41E-004	9.11E+001	1.56E-003	2.70E-004
1319	3.60E-004	9.07E+001	8.76E-004	3.45E-004
1320	-1.10E-004	9.01E+001	1.27E-003	3.82E-004
1321	2.19E-004	8.94E+001	1.95E-004	4.23E-004
1322	-1.52E-004	8.85E+001	2.92E-004	5.07E-004
1323	2.94E-004	8.76E+001	7.79E-004	4.15E-004
1324	3.19E-004	8.66E+001	9.73E-004	5.57E-004
1325	-1.57E-004	8.57E+001	6.81E-004	9.31E-004
1326	-2.42E-004	8.47E+001	6.81E-004	9.62E-004
1327	4.18E-004	8.37E+001	9.73E-004	1.41E-003
1328	-1.30E-005	8.29E+001	1.46E-003	1.57E-003
1329	1.10E-004	8.22E+001	9.73E-004	2.21E-003
1330	-2.90E-005	8.15E+001	1.27E-003	2.46E-003
1331	3.66E-004	8.11E+001	1.56E-003	3.29E-003
1332	3.00E-006	8.09E+001	1.17E-003	4.54E-003
1333	-1.92E-004	8.08E+001	1.46E-003	4.28E-003
1334	2.09E-004	8.10E+001	1.56E-003	2.43E-003
1335	2.77E-004	8.13E+001	9.74E-004	2.78E-003
1336	4.70E-005	8.18E+001	1.46E-003	3.90E-003
1337	-1.23E-004	8.26E+001	2.24E-003	5.17E-003
1338	1.19E-004	8.35E+001	2.14E-003	7.08E-003
1339	5.89E-004	8.44E+001	1.95E-003	6.95E-003
1340	3.69E-004	8.56E+001	1.36E-003	8.69E-003
1341	-2.10E-005	8.67E+001	2.24E-003	6.78E-003
1342	-3.28E-004	8.78E+001	1.95E-003	8.11E-003
1343	2.40E-005	8.87E+001	1.95E-003	7.70E-003
1344	3.49E-004	8.96E+001	1.95E-003	8.61E-003
1345	3.44E-004	9.04E+001	1.95E-003	1.66E-002
1346	5.66E-004	9.09E+001	1.95E-003	2.26E-002
1347	3.41E-004	9.13E+001	1.56E-003	3.08E-002
1348	1.45E-004	9.15E+001	1.95E-003	3.30E-002
1349	2.88E-004	9.16E+001	2.24E-003	4.03E-002
1350	4.17E-004	9.16E+001	2.14E-003	5.26E-002
1351	6.60E-005	9.15E+001	2.73E-003	3.17E-002
1352	3.77E-004	9.15E+001	2.73E-003	2.55E-002
1353	3.50E-004	9.15E+001	3.41E-003	3.71E-002
1354	2.07E-004	9.14E+001	2.04E-003	6.94E-003
1355	3.49E-004	9.13E+001	2.53E-003	-8.75E-003
1356	1.28E-003	9.10E+001	3.02E-003	6.39E-002
1357	9.53E-004	9.02E+001	2.92E-003	1.19E-001
1358	9.28E-004	8.88E+001	2.82E-003	7.92E-002
1359	1.14E-003	8.65E+001	3.99E-003	4.12E-002
1360	8.27E-004	8.30E+001	3.21E-003	-4.27E-003
1361	9.42E-004	7.82E+001	2.53E-003	-9.65E-003
1362	1.16E-003	7.23E+001	3.31E-003	-5.55E-002
1363	1.43E-003	6.51E+001	3.41E-003	1.83E-002
1364	1.55E-003	5.77E+001	3.80E-003	9.61E-002
1365	1.46E-003	5.00E+001	4.97E-003	-1.85E-002
1366	2.49E-003	4.28E+001	3.70E-003	3.52E-002
1367	2.59E-003	3.60E+001	5.07E-003	6.49E-002
1368	2.25E-003	2.99E+001	5.06E-003	-1.02E-002
1369	2.27E-003	2.46E+001	4.87E-003	2.51E-002
1370	2.71E-003	1.99E+001	4.87E-003	3.64E-002
1371	3.44E-003	1.62E+001	5.84E-003	4.97E-003
1372	3.30E-003	1.33E+001	5.65E-003	3.04E-002
1373	3.16E-003	1.10E+001	5.45E-003	5.70E-002
1374	3.01E-003	9.14E+000	7.20E-003	4.40E-002
1375	3.09E-003	7.75E+000	6.72E-003	1.43E-002
1376	3.72E-003	6.62E+000	7.11E-003	1.88E-002
1377	3.05E-003	5.64E+000	7.88E-003	8.64E-003
1378	2.33E-003	4.94E+000	7.88E-003	1.15E-002
1379	2.49E-003	4.30E+000	9.05E-003	1.00E-002
1380	2.48E-003	3.79E+000	1.02E-002	-1.32E-003
1381	2.15E-003	3.38E+000	9.83E-003	-2.22E-002
1382	1.69E-003	2.97E+000	1.08E-002	-1.41E-002
1383	1.89E-003	2.76E+000	1.22E-002	-1.09E-002
1384	2.22E-003	2.54E+000	1.20E-002	2.12E-002
1385	1.25E-003	2.26E+000	1.36E-002	5.13E-002
1386	1.03E-003	2.12E+000	1.45E-002	2.14E-002
1387	1.20E-003	1.97E+000	1.61E-002	3.59E-002
1388	7.10E-004	2.01E+000	1.68E-002	7.66E-003
1389	5.04E-004	2.03E+000	1.85E-002	2.16E-002
1390	9.07E-004	1.65E+000	2.02E-002	5.93E-002
1391	9.48E-004	1.67E+000	2.15E-002	1.94E-002
1392	3.81E-004	1.42E+000	2.36E-002	-9.95E-003
1393	2.08E-004	1.25E+000	2.48E-002	-4.51E-003
1394	4.19E-004	1.18E+000	2.70E-002	3.99E-002
1395	3.08E-004	1.23E+000	2.94E-002	-9.27E-003
1396	1.14E-004	1.20E+000	3.13E-002	-2.19E-002
1397	9.40E-005	1.03E+000	3.36E-002	4.05E-002
1398	4.79E-004	9.72E-001	3.73E-002	8.22E-002
1399	4.56E-004	9.66E-001	3.96E-002	2.88E-002
1400	2.39E-004	9.33E-001	4.25E-002	-3.01E-002
1401	2.71E-004	8.73E-001	4.62E-002	-2.26E-002
1402	3.03E-004	8.32E-001	4.92E-002	5.95E-002
1403	5.69E-004	7.05E-001	5.25E-002	7.59E-002
1404	4.13E-004	6.70E-001	5.67E-002	7.07E-003
1405	-1.12E-004	5.76E-001	6.00E-002	-2.45E-002
1406	3.80E-004	5.26E-001	6.45E-002	4.08E-002
1407	5.16E-004	4.39E-001	6.91E-002	4.62E-002
1408	5.08E-004	4.18E-001	7.36E-002	3.10E-002
1409	5.23E-004	4.07E-001	7.85E-002	3.77E-002
1410	5.87E-004	3.52E-001	8.29E-002	1.72E-002
1411	1.03E-003	2.98E-001	8.87E-002	9.84E-002
1412	5.10E-004	2.64E-001	9.45E-002	5.46E-002
1413	6.58E-004	2.19E-001	1.00E-001	2.16E-002
1414	1.29E-003	2.00E-001	1.07E-001	2.19E-003
1415	1.28E-003	1.65E-001	1.13E-001	1.17E-002
1416	1.47E-003	1.40E-001	1.19E-001	1.26E-001
1417	1.45E-003	1.17E-001	1.26E-001	6.71E-002
1418	1.44E-003	9.63E-002	1.33E-001	-4.47E-004
1419	2.10E-003	9.06E-002	1.42E-001	1.51E-002
1420	2.34E-003	7.86E-002	1.49E-001	1.16E-001
1421	2.68E-003	6.77E-002	1.58E-001	1.47E-001
1422	3.23E-003	6.08E-002	1.67E-001	7.17E-002
1423	3.26E-003	5.15E-002	1.77E-001	2.01E-002
1424	3.53E-003	4.84E-002	1.87E-001	5.91E-002
1425	4.22E-003	4.28E-002	1.97E-001	1.16E-001
1426	4.64E-003	3.94E-002	2.09E-001	7.09E-002
1427	4.23E-003	3.56E-002	2.21E-001	3.44E-002
1428	4.39E-003	3.52E-002	2.35E-001	2.42E-002
1429	4.30E-003	3.18E-002	2.49E-001	5.42E-002
1430	4.74E-003	2.84E-002	2.64E-001	6.22E-002
1431	4.90E-003	2.58E-002	2.80E-001	2.03E-002
1432	5.38E-003	2.59E-002	2.98E-001	4.78E-002
1433	5.66E-003	2.58E-002	3.17E-001	9.09E-002
1434	5.69E-003	2.54E-002	3.37E-001	6.47E-002
1435	4.95E-003	2.46E-002	3.60E-001	5.96E-002
1436	4.98E-003	2.43E-002	3.85E-001	5.57E-002
1437	5.15E-003	2.41E-002	4.13E-001	2.97E-002
1438	5.24E-003	2.58E-002	4.43E-001	2.71E-002
1439	3.81E-003	2.64E-002	4.77E-001	3.63E-002
1440	4.38E-003	2.61E-002	5.14E-001	1.91E-002
1441	4.38E-003	2.63E-002	5.54E-001	1.71E-002
1442	3.41E-003	2.81E-002	6.00E-001	1.43E-002
1443	3.12E-003	2.85E-002	6.52E-001	2.36E-002
1444	3.12E-003	3.05E-002	7.10E-001	1.86E-002
1445	3.12E-003	3.27E-002	7.75E-001	8.80E-003
1446	2.85E-003	3.00E-002	8.49E-001	3.32E-002
1447	1.87E-003	3.34E-002	9.33E-001	5.89E-002
1448	2.11E-003	3.44E-002	1.03E+000	2.87E-002
1449	2.06E-003	3.36E-002	1.13E+000	1.09E-002
1450	1.36E-003	3.51E-002	1.25E+000	3.00E-003
1451	6.06E-004	3.32E-002	1.39E+000	2.66E-002
1452	1.07E-003	3.31E-002	1.55E+000	4.86E-002
1453	1.07E-003	3.28E-002	1.73E+000	3.47E-002
1454	5.23E-004	3.40E-002	1.95E+000	2.01E-002
1455	7.96E-004	3.12E-002	2.19E+000	1.43E-002
1456	5.71E-004	3.07E-002	2.47E+000	3.07E-002
1457	4.21E-004	2.69E-002	2.80E+000	3.59E-002
1458	2.86E-004	2.47E-002	3.18E+000	3.43E-002
1459	4.76E-004	2.32E-002	3.62E+000	4.35E-002
1460	6.39E-004	2.41E-002	4.14E+000	4.54E-002
1461	2.21E-004	2.26E-002	4.73E+000	2.83E-002
1462	7.69E-004	1.88E-002	5.42E+000	2.38E-002
1463	1.65E-004	1.56E-002	6.23E+000	2.00E-002
1464	7.67E-004	1.53E-002	7.17E+000	1.18E-002
1465	3.91E-004	1.45E-002	8.23E+000	1.55E-002
1466	-3.60E-005	1.12E-002	9.46E+000	1.43E-002
1467	7.60E-004	1.11E-002	1.09E+001	2.91E-002
1468	7.39E-004	8.76E-003	1.24E+001	3.08E-002
1469	3.47E-004	7.86E-003	1.42E+001	2.60E-002
1470	3.02E-004	8.33E-003	1.62E+001	1.28E-002
1471	1.00E-004	5.95E-003	1.83E+001	3.09E-002
1472	7.99E-004	5.23E-003	2.07E+001	4.51E-002
1473	2.81E-004	5.03E-003	2.33E+001	4.20E-002
1474	4.99E-004	4.35E-003	2.61E+001	3.72E-002
1475	4.67E-004	3.61E-003	2.90E+001	3.29E-002
1476	5.14E-004	3.57E-003	3.22E+001	2.72E-002
1477	2.72E-004	3.41E-003	3.55E+001	1.99E-002
1478	7.46E-004	2.35E-003	3.89E+001	1.75E-002
1479	1.05E-003	3.39E-003	4.24E+001	2.25E-002
1480	1.09E-003	2.98E-003	4.60E+001	2.33E-002
1481	1.25E-003	2.25E-003	4.96E+001	2.66E-002
1482	1.55E-003	2.64E-003	5.32E+001	3.49E-002
1483	1.99E-003	2.64E-003	5.69E+001	3.23E-002
1484	1.15E-003	2.46E-003	6.04E+001	2.88E-002
1485	2.23E-003	2.20E-003	6.38E+001	2.75E-002
1486	2.37E-003	2.92E-003	6.71E+001	1.81E-002
1487	3.02E-003	3.40E-003	7.02E+001	1.32E-002
1488	2.36E-003	2.70E-003	7.45E+001	2.08E-002
1489	3.63E-003	3.08E-003	7.72E+001	1.77E-002
1490	3.66E-003	2.57E-003	7.84E+001	1.50E-002
1491	3.93E-003	3.17E-003	8.07E+001	2.04E-002
1492	3.87E-003	3.83E-003	8.28E+001	2.37E-002
1493	5.09E-003	3.43E-003	8.46E+001	2.36E-002
1494	4.56E-003	4.58E-003	8.62E+001	2.89E-002
1495	4.83E-003	4.86E-003	8.76E+001	3.17E-002
1496	5.70E-003	4.58E-003	8.88E+001	3.72E-002
1497	6.51E-003	5.26E-003	8.98E+001	3.80E-002
1498	5.40E-003	5.33E-003	9.06E+001	1.51E-002
1499	6.23E-003	5.48E-003	9.12E+001	2.11E-002
1500	6.19E-003	5.40E-003	9.18E+001	2.28E-002
1501	5.59E-003	6.36E-003	9.22E+001	2.36E-002
1502	5.11E-003	5.83E-003	9.26E+001	2.29E-002
1503	4.96E-003	5.48E-003	9.29E+001	3.05E-002
1504	5.48E-003	6.21E-003	9.31E+001	3.68E-002
1505	5.00E-003	5.86E-003	9.33E+001	4.35E-002
1506	5.09E-003	6.58E-003	9.35E+001	5.56E-002
1507	4.34E-003	6.20E-003	9.37E+001	6.19E-002
1508	4.54E-003	5.90E-003	9.38E+001	4.04E-002
1509	3.38E-003	5.92E-003	9.40E+001	3.15E-002
1510	3.29E-003	5.99E-003	9.41E+001	2.91E-002
1511	2.39E-003	5.40E-003	9.43E+001	2.30E-002
1512	2.21E-003	3.02E-003	9.44E+001	3.70E-002
1513	1.74E-003	3.51E-003	9.46E+001	3.67E-002
1514	2.36E-003	3.94E-003	9.47E+001	3.05E-002
1515	1.51E-003	2.86E-003	9.48E+001	3.96E-002
1516	1.71E-003	1.82E-003	9.49E+001	3.19E-002
1517	6.54E-004	1.48E-003	9.50E+001	4.71E-002
1518	9.20E-004	1.93E-003	9.51E+001	4.89E-002
1519	9.52E-004	1.49E-003	9.52E+001	4.22E-002
1520	8.02E-004	6.08E-004	9.52E+001	5.53E-002
1521	1.29E-003	1.84E-003	9.53E+001	6.15E-002
1522	-3.20E-005	1.92E-003	9.53E+001	6.68E-002
1523	5.42E-004	-3.45E-004	9.53E+001	8.27E-002
1524	3.35E-004	7.98E-004	9.53E+001	7.99E-002
1525	9.30E-004	1.26E-003	9.53E+001	7.09E-002
1526	-2.90E-005	4.71E-004	9.53E+001	3.80E-002
1527	1.67E-004	-1.91E-004	9.53E+001	2.65E-002
1528	-1.84E-004	-4.15E-004	9.53E+001	3.81E-002
1529	3.94E-004	4.46E-004	9.53E+001	3.09E-002
1530	-6.85E-004	8.94E-004	9.53E+001	3.65E-002
1531	4.89E-004	8.37E-005	9.54E+001	3.95E-002
1532	3.89E-004	1.95E-004	9.54E+001	2.08E-002
1533	5.97E-004	3.89E-004	9.55E+001	2.14E-002
1534	3.66E-004	3.93E-004	9.55E+001	2.52E-002
1535	-1.95E-004	4.43E-004	9.56E+001	2.35E-002
1536	2.30E-005	8.54E-004	9.57E+001	2.76E-002
1537	8.13E-004	5.38E-005	9.58E+001	2.94E-002
1538	4.60E-005	-2.24E-004	9.59E+001	3.43E-002
1539	-6.20E-005	4.71E-004	9.61E+001	3.01E-002
1540	4.37E-004	-1.50E-004	9.62E+001	1.36E-002
1541	-2.41E-004	-3.44E-004	9.63E+001	1.89E-002
1542	-2.13E-004	1.32E-004	9.64E+001	2.52E-002
1543	-6.00E-006	4.62E-004	9.65E+001	2.64E-002
1544	-1.76E-004	2.01E-004	9.66E+001	3.24E-002
1545	8.15E-004	6.76E-004	9.67E+001	3.74E-002
1546	-4.67E-004	1.39E-004	9.67E+001	4.05E-002
1547	2.10E-005	-2.82E-004	9.67E+001	2.28E-002
1548	3.30E-004	2.17E-004	9.67E+001	2.15E-002
1549	-5.58E-004	4.11E-005	9.67E+001	1.71E-002
1550	5.58E-004	-1.47E-004	9.66E+001	2.21E-002
1551	-6.70E-004	5.46E-004	9.65E+001	2.77E-002
1552	-2.91E-004	4.83E-004	9.64E+001	3.77E-002
1553	6.85E-004	-6.73E-004	9.63E+001	3.94E-002
1554	-9.10E-005	-3.70E-004	9.61E+001	3.34E-002
1555	-7.94E-004	-4.20E-005	9.59E+001	2.96E-002
1556	-1.33E-004	3.60E-004	9.57E+001	3.35E-002
1557	-2.18E-004	1.79E-003	9.54E+001	3.57E-002
1558	4.30E-004	2.00E-003	9.52E+001	3.93E-002
1559	-3.02E-004	8.13E-004	9.50E+001	4.90E-002
1560	-1.70E-004	5.26E-004	9.47E+001	3.98E-002
1561	-8.89E-004	7.70E-004	9.45E+001	1.42E-002
1562	5.70E-005	-6.55E-005	9.42E+001	2.07E-002
1563	2.18E-004	-9.95E-004	9.40E+001	2.62E-002
1564	1.80E-004	1.09E-003	9.38E+001	2.92E-002
1565	-3.30E-004	1.05E-003	9.35E+001	2.49E-002
1566	-2.42E-004	2.03E-003	9.33E+001	2.94E-002
1567	1.75E-004	3.15E-003	9.32E+001	3.83E-002
1568	2.06E-004	1.64E-003	9.30E+001	6.37E-002
1569	2.25E-004	1.72E-003	9.29E+001	7.08E-002
1570	-6.45E-004	1.27E-003	9.28E+001	7.49E-002
1571	2.71E-004	1.55E-003	9.27E+001	3.81E-002
1572	1.40E-005	1.42E-003	9.27E+001	1.78E-002
1573	-7.70E-005	3.25E-004	9.26E+001	1.56E-002
1574	9.96E-004	1.65E-004	9.26E+001	1.13E-002
1575	4.12E-004	1.13E-003	9.27E+001	1.43E-002
1576	-2.51E-004	1.84E-003	9.27E+001	2.58E-002
1577	2.00E-004	1.42E-003	9.28E+001	2.46E-002
1578	-1.23E-004	3.98E-005	9.28E+001	2.96E-002
1579	-9.41E-004	8.07E-004	9.29E+001	4.12E-002
1580	8.00E-005	7.05E-004	9.30E+001	4.56E-002
1581	-2.99E-004	-1.86E-004	9.31E+001	5.48E-002
1582	3.62E-004	9.17E-004	9.32E+001	5.01E-002
1583	1.01E-004	1.09E-003	9.34E+001	2.00E-002
1584	-7.31E-004	-5.46E-004	9.35E+001	2.20E-002
1585	-5.40E-004	3.22E-004	9.36E+001	2.55E-002
1586	-2.68E-004	1.29E-003	9.38E+001	2.08E-002
1587	1.50E-004	-1.47E-003	9.39E+001	2.03E-002
1588	3.47E-004	-8.92E-004	9.41E+001	2.46E-002
1589	3.04E-004	5.90E-004	9.42E+001	3.15E-002
1590	-3.96E-004	1.23E-003	9.44E+001	1.55E-002
1591	-4.81E-004	8.60E-004	9.45E+001	2.19E-002
1592	5.66E-004	-1.03E-003	9.46E+001	2.43E-002
1593	-2.46E-004	-1.08E-003	9.47E+001	1.86E-002
1594	4.99E-004	1.33E-004	9.49E+001	1.60E-002
1595	-8.10E-005	-6.93E-004	9.50E+001	1.84E-002
1596	-2.06E-004	-3.06E-004	9.51E+001	2.27E-002
1597	2.57E-004	2.50E-004	9.52E+001	3.18E-002
1598	4.37E-004	4.18E-004	9.53E+001	2.93E-002
1599	4.21E-004	4.05E-004	9.53E+001	1.98E-002
1600	2.71E-004	9.13E-004	9.54E+001	2.55E-002
1601	-3.11E-004	1.08E-003	9.54E+001	2.32E-002
1602	-7.60E-005	6.81E-004	9.55E+001	2.15E-002
1603	-3.31E-004	7.46E-004	9.55E+001	1.77E-002
1604	-7.20E-005	-1.77E-004	9.55E+001	2.21E-002
1605	2.89E-004	2.44E-005	9.55E+001	2.61E-002
1606	3.92E-004	-1.88E-006	9.55E+001	3.43E-002
1607	-3.48E-004	-1.06E-003	9.55E+001	3.96E-002
1608	-3.93E-004	-9.10E-004	9.54E+001	5.48E-002
1609	-1.05E-004	-5.87E-005	9.54E+001	6.09E-002
1610	2.12E-004	-2.19E-004	9.53E+001	3.56E-002
1611	-3.91E-004	7.13E-004	9.52E+001	1.94E-002
1612	-6.64E-004	-4.24E-004	9.51E+001	2.32E-002
1613	7.59E-004	-1.13E-003	9.50E+001	3.48E-002
1614	3.60E-004	7.32E-004	9.49E+001	3.22E-002
1615	-9.70E-005	-1.22E-004	9.48E+001	4.02E-002
1616	4.69E-004	-2.01E-003	9.46E+001	5.06E-002
1617	2.98E-004	3.01E-004	9.45E+001	5.68E-002
1618	-4.08E-004	3.29E-003	9.44E+001	7.64E-002
1619	5.50E-005	1.22E-003	9.42E+001	8.90E-002
1620	-4.62E-004	1.08E-003	9.41E+001	5.05E-002
1621	-5.80E-004	-9.85E-004	9.39E+001	4.13E-002
1622	4.98E-004	-4.06E-004	9.38E+001	3.72E-002
1623	8.33E-004	4.86E-004	9.36E+001	2.55E-002
1624	-5.81E-004	1.36E-003	9.35E+001	3.68E-002
1625	-1.04E-004	4.03E-004	9.34E+001	4.11E-002
1626	2.93E-004	-2.52E-004	9.33E+001	4.43E-002
1627	-1.18E-004	5.95E-004	9.32E+001	5.70E-002
1628	4.99E-004	3.04E-004	9.31E+001	5.89E-002
1629	-5.81E-004	1.22E-003	9.30E+001	7.07E-002
1630	-1.52E-004	6.95E-004	9.29E+001	4.82E-002
1631	2.13E-004	8.34E-005	9.28E+001	2.62E-002
1632	2.36E-004	1.28E-003	9.28E+001	3.34E-002
1633	-2.20E-005	1.70E-004	9.27E+001	1.99E-002
1634	1.04E-004	-1.71E-004	9.27E+001	1.89E-002
1635	1.70E-005	1.24E-003	9.27E+001	2.35E-002
1636	1.00E-006	3.33E-004	9.27E+001	1.98E-002
1637	7.05E-004	1.24E-003	9.27E+001	3.82E-002
1638	-2.20E-004	1.14E-003	9.27E+001	3.85E-002
1639	-1.63E-004	-4.63E-004	9.28E+001	4.89E-002
1640	4.99E-004	5.84E-004	9.28E+001	5.53E-002
1641	-1.59E-004	6.28E-004	9.29E+001	4.72E-002
1642	1.70E-005	7.44E-004	9.30E+001	2.00E-002
1643	8.67E-004	1.73E-004	9.30E+001	2.17E-002
1644	7.93E-004	1.21E-003	9.31E+001	1.67E-002
1645	1.49E-004	-9.78E-004	9.32E+001	1.57E-002
1646	-2.58E-004	8.27E-004	9.33E+001	1.15E-002
1647	-8.50E-005	-2.92E-004	9.34E+001	1.86E-002
1648	3.02E-004	-1.64E-004	9.35E+001	2.38E-002
1649	2.87E-004	5.95E-004	9.37E+001	3.02E-002
1650	1.74E-004	5.12E-004	9.38E+001	3.98E-002
1651	-2.94E-004	-1.00E-003	9.39E+001	4.81E-002
1652	-2.27E-004	1.01E-003	9.40E+001	4.87E-002
1653	-1.39E-004	1.11E-003	9.41E+001	4.52E-002
1654	-1.19E-004	5.12E-005	9.42E+001	1.37E-002
1655	1.09E-004	4.94E-004	9.43E+001	1.47E-002
1656	-2.22E-004	-6.04E-004	9.43E+001	2.28E-002
1657	1.23E-004	7.64E-004	9.44E+001	2.83E-002
1658	1.08E-003	-2.11E-003	9.45E+001	2.65E-002
1659	8.76E-004	6.90E-004	9.45E+001	3.89E-002
1660	-2.50E-005	5.15E-004	9.46E+001	4.32E-002
1661	-1.21E-004	-1.13E-003	9.46E+001	4.32E-002
1662	6.10E-004	8.69E-004	9.47E+001	2.12E-002
1663	4.30E-004	-1.00E-003	9.47E+001	1.43E-002
1664	6.60E-005	8.79E-004	9.47E+001	2.93E-002
1665	7.83E-004	9.49E-005	9.47E+001	2.00E-002
1666	1.22E-003	-1.20E-004	9.47E+001	2.80E-002
1667	6.80E-004	-4.43E-004	9.47E+001	1.28E-004
1668	1.05E-003	-1.76E-003	9.46E+001	-3.34E-002
1669	9.60E-004	1.53E-003	9.46E+001	-4.11E-002
1670	1.56E-003	9.84E-004	9.46E+001	-4.48E-002
1671	2.40E-003	5.01E-004	9.45E+001	3.88E-002
1672	2.50E-003	4.80E-005	9.45E+001	4.63E-002
1673	3.04E-003	-4.73E-005	9.44E+001	6.01E-002
1674	3.71E-003	3.64E-004	9.43E+001	5.91E-002
1675	4.62E-003	-1.77E-003	9.43E+001	5.15E-002
1676	5.37E-003	1.09E-004	9.42E+001	2.20E-002
1677	7.53E-003	-6.90E-004	9.41E+001	2.38E-002
1678	9.76E-003	1.30E-004	9.41E+001	3.36E-002
1679	1.07E-002	1.14E-003	9.40E+001	3.74E-002
1680	1.17E-002	1.54E-004	9.39E+001	3.75E-002
1681	1.39E-002	-4.74E-004	9.39E+001	6.64E-002
1682	1.58E-002	-4.15E-004	9.38E+001	7.44E-002
1683	1.76E-002	-2.64E-004	9.37E+001	7.54E-002
1684	2.02E-002	1.53E-003	9.37E+001	8.62E-002
1685	2.26E-002	-1.44E-005	9.36E+001	4.76E-002
1686	2.50E-002	-7.23E-004	9.36E+001	2.74E-002
1687	2.81E-002	-2.01E-004	9.35E+001	2.12E-002
1688	3.08E-002	1.28E-004	9.35E+001	3.23E-002
1689	3.15E-002	8.35E-004	9.34E+001	3.43E-002
1690	3.24E-002	-4.70E-004	9.34E+001	2.78E-002
1691	3.38E-002	2.99E-004	9.33E+001	3.21E-002
1692	3.49E-002	-8.08E-004	9.33E+001	3.99E-002
1693	3.53E-002	3.99E-004	9.32E+001	3.84E-002
1694	3.60E-002	5.40E-004	9.32E+001	4.52E-002
1695	3.65E-002	4.89E-004	9.32E+001	4.93E-002
1696	3.77E-002	-1.60E-004	9.31E+001	5.89E-002
1697	3.84E-002	-9.19E-004	9.31E+001	6.40E-002
1698	3.58E-002	6.46E-004	9.30E+001	2.68E-002
1699	3.27E-002	2.67E-004	9.30E+001	3.19E-002
1700	3.19E-002	-7.01E-004	9.29E+001	3.28E-002
1701	3.08E-002	1.08E-003	9.28E+001	3.13E-002
1702	2.88E-002	-2.15E-003	9.28E+001	3.90E-002
1703	2.72E-002	3.47E-004	9.27E+001	4.01E-002
1704	2.61E-002	7.42E-005	9.26E+001	3.64E-002
1705	2.31E-002	8.27E-004	9.25E+001	3.10E-002
1706	2.19E-002	-1.06E-003	9.24E+001	2.25E-002
1707	2.03E-002	-1.44E-003	9.23E+001	2.74E-002
1708	1.89E-002	1.14E-003	9.22E+001	2.83E-002
1709	1.70E-002	3.99E-004	9.20E+001	2.59E-002
1710	1.50E-002	-8.83E-004	9.19E+001	3.33E-002
1711	1.36E-002	4.03E-004	9.18E+001	3.41E-002
1712	1.29E-002	4.04E-004	9.16E+001	3.86E-002
1713	1.20E-002	-3.57E-004	9.15E+001	3.97E-002
1714	1.08E-002	-2.57E-003	9.13E+001	4.00E-002
1715	1.06E-002	-1.36E-004	9.12E+001	2.87E-002
1716	1.08E-002	1.56E-003	9.10E+001	2.26E-002
1717	1.06E-002	-9.74E-005	9.08E+001	2.78E-002
1718	9.03E-003	8.43E-005	9.07E+001	2.93E-002
1719	8.95E-003	5.16E-004	9.06E+001	2.57E-002
1720	9.88E-003	4.48E-004	9.04E+001	2.54E-002
1721	1.02E-002	-6.97E-004	9.03E+001	3.09E-002
1722	1.02E-002	1.22E-004	9.02E+001	3.09E-002
1723	9.48E-003	6.53E-004	9.01E+001	3.52E-002
1724	9.31E-003	-1.29E-005	9.01E+001	4.45E-002
1725	9.73E-003	2.59E-004	9.00E+001	4.56E-002
1726	1.04E-002	1.24E-003	9.00E+001	6.26E-002
1727	9.19E-003	1.07E-004	9.00E+001	6.42E-002
1728	9.50E-003	1.24E-003	9.00E+001	7.28E-002
1729	1.12E-002	1.50E-003	9.00E+001	4.42E-002
1730	1.19E-002	1.10E-003	9.01E+001	3.36E-002
1731	1.23E-002	-2.66E-004	9.01E+001	4.39E-002
1732	1.23E-002	1.96E-003	9.03E+001	5.04E-002
1733	1.33E-002	1.33E-003	9.04E+001	5.51E-002
1734	1.60E-002	2.27E-003	9.05E+001	6.11E-002
1735	1.59E-002	6.11E-004	9.07E+001	5.43E-002
1736	1.66E-002	2.41E-003	9.09E+001	7.02E-002
1737	1.84E-002	3.63E-003	9.11E+001	4.76E-002
1738	2.06E-002	8.97E-004	9.13E+001	3.84E-002
1739	2.20E-002	2.47E-003	9.15E+001	5.03E-002
1740	2.37E-002	3.94E-004	9.17E+001	4.78E-002
1741	2.61E-002	5.00E-004	9.19E+001	4.48E-002
1742	2.87E-002	1.56E-003	9.21E+001	5.50E-002
1743	3.16E-002	3.30E-003	9.23E+001	5.23E-002
1744	3.54E-002	-8.50E-005	9.25E+001	6.26E-002
1745	3.85E-002	1.22E-003	9.27E+001	8.27E-002
1746	4.22E-002	2.26E-003	9.29E+001	7.30E-002
1747	4.23E-002	1.68E-003	9.30E+001	5.41E-002
